Tempo,Estado,Alt,Vel,AccX,AccY,AccZ,Lat,Lon
17481,1,4.27,18.29,7.728,-2.380,6.809,0,0
17530,1,4.70,0.00,7.891,-2.619,6.613,0,0
17582,1,4.67,9.37,7.824,-2.571,6.426,0,0
17634,1,5.08,15.87,7.599,-1.958,6.488,0,0
17685,1,5.75,12.82,7.657,-1.844,6.349,0,0
17737,1,6.15,14.66,7.465,-1.599,6.373,0,0
17788,1,6.47,0.00,7.446,-1.575,6.335,0,0
17840,1,7.03,11.45,7.590,-1.800,6.407,0,0
17892,1,7.28,9.32,7.705,-1.604,6.613,0,0
17942,1,6.86,-15.50,7.379,-1.781,6.689,0,0
17993,1,6.45,0.00,7.599,-1.484,6.661,0,0
18808,2,1.80,-5.01,9.285,2.073,4.357,0,0
21057,3,0.31,-0.93,9.189,2.983,2.935,0,0
21066,3,1.76,1.94,9.146,2.844,2.806,0,0
21116,3,1.63,-4.84,9.131,2.801,2.787,0,0
21167,3,1.48,-5.29,9.165,2.907,2.811,0,0
21219,3,1.31,-3.80,9.141,2.753,2.820,0,0
21268,3,1.22,-3.41,9.261,2.902,2.744,0,0
21320,3,1.12,0.00,8.930,2.801,2.777,0,0
21372,3,0.92,-3.68,8.308,2.571,2.782,0,0
21422,3,0.85,-2.90,7.116,1.690,3.084,0,0
21472,3,0.77,0.00,8.557,1.762,3.151,0,0
21523,3,0.64,-2.37,14.437,5.052,6.096,0,0
21575,3,0.58,-2.16,21.404,10.008,6.139,0,0
21626,3,0.50,-0.82,21.361,16.984,1.259,0,0
21678,3,0.44,-2.23,8.815,6.369,-3.519,0,0
21729,3,0.42,0.00,1.508,-0.939,-2.069,0,0
21781,3,0.34,-0.32,-1.585,-3.888,0.067,0,0
21833,3,0.32,0.00,-0.426,-3.936,1.647,0,0
21884,3,0.25,-0.50,1.714,-2.806,3.227,0,0
21936,3,0.23,-0.84,3.529,-3.266,4.353,0,0
21986,3,0.23,0.00,5.760,-2.974,4.262,0,0
22038,3,0.18,-1.99,6.924,-0.733,3.979,0,0
22089,3,0.12,-1.75,9.969,0.709,2.610,0,0
22141,3,0.12,0.00,11.258,2.337,2.370,0,0
22192,3,0.08,0.00,12.000,2.174,2.088,0,0
22244,3,0.07,-0.52,12.143,2.495,2.116,0,0
22296,3,0.06,0.00,12.234,3.290,2.217,0,0
22347,3,-0.02,-0.48,11.741,4.051,2.150,0,0
22397,3,-0.03,-0.56,11.143,4.769,2.184,0,0
22448,3,-0.07,0.00,10.817,5.028,2.523,0,0
22498,3,-0.10,-0.54,10.726,5.128,2.442,0,0
22548,3,-0.11,-0.56,9.984,4.477,2.236,0,0
22599,3,-0.16,0.00,9.237,3.735,2.088,0,0
22651,3,-0.16,0.00,9.792,3.414,2.863,0,0
22703,3,-0.16,0.00,12.828,4.190,4.405,0,0
22754,3,-0.20,0.00,15.083,4.702,3.448,0,0
22806,3,-0.21,-0.34,12.876,4.731,2.523,0,0
22857,3,-0.21,0.00,8.250,3.026,1.489,0,0
22908,3,-0.19,0.56,4.472,0.871,1.585,0,0
22959,3,-0.19,-0.30,3.558,-0.742,2.739,0,0
23011,3,-0.19,0.00,4.951,-0.354,4.271,0,0
23060,3,-0.16,0.42,6.776,-0.182,4.678,0,0
23112,3,-0.15,0.56,7.685,-0.024,4.750,0,0
23163,3,-0.13,0.00,8.006,0.081,4.429,0,0
23215,3,-0.15,0.48,7.580,-0.283,3.931,0,0
23266,3,-0.14,0.00,6.646,-0.512,3.055,0,0
23317,3,-0.12,0.52,4.286,-0.153,2.567,0,0
23369,3,-0.09,0.00,2.528,0.771,2.753,0,0
23419,3,-0.06,1.09,7.173,0.828,2.648,0,0
23470,3,-0.05,0.60,13.250,1.556,3.007,0,0
23520,3,-0.05,0.00,15.203,5.669,3.898,0,0
23569,3,-0.07,0.56,15.323,6.048,3.759,0,0
23621,3,-0.06,0.52,13.609,3.620,2.840,0,0
23672,3,-0.11,-1.34,11.789,2.164,2.270,0,0
23724,3,-0.11,0.00,10.262,1.987,2.107,0,0
23775,3,-0.11,0.00,9.155,2.576,2.207,0,0
23827,3,-0.11,0.00,8.801,3.309,2.428,0,0
23879,3,-0.14,-1.34,9.352,3.922,2.610,0,0
23930,3,-0.16,-0.52,9.151,2.485,2.490,0,0
23982,3,-0.14,0.52,9.012,0.800,2.049,0,0
24033,3,-0.12,0.00,8.547,-1.575,1.245,0,0
24085,3,-0.15,-0.52,7.748,-2.289,1.561,0,0
24137,3,-0.17,0.00,10.190,4.319,3.232,0,0
24187,3,-0.19,-0.52,10.865,5.440,3.548,0,0
24238,3,-0.17,0.00,9.649,4.003,3.663,0,0
24290,3,-0.19,-0.56,8.916,2.116,3.251,0,0
24342,3,-0.21,-0.48,9.103,1.796,2.844,0,0
24392,3,-0.21,0.00,9.242,1.671,2.868,0,0
24442,3,-0.21,0.00,9.376,2.198,2.902,0,0
24492,3,-0.22,0.00,9.610,2.428,2.935,0,0
24542,3,-0.22,0.00,9.481,2.394,3.031,0,0
24594,3,-0.22,0.00,9.706,2.461,3.060,0,0
24645,3,-0.22,0.00,9.859,2.456,2.993,0,0
24697,3,-0.21,0.52,9.491,2.433,2.998,0,0
24749,3,-0.19,0.52,9.481,2.686,3.060,0,0
24800,3,-0.19,0.00,9.716,2.954,3.060,0,0
24852,3,-0.23,-1.34,9.553,2.825,3.108,0,0
24903,3,-0.24,0.00,8.873,2.433,3.218,0,0
24955,3,-0.23,0.48,7.791,1.235,3.299,0,0
25007,3,-0.22,0.00,7.542,0.771,3.112,0,0
25057,3,-0.20,0.52,8.614,1.935,2.883,0,0
25108,3,-0.22,-0.32,9.409,2.672,2.998,0,0
25159,3,-0.22,0.00,9.653,2.844,3.285,0,0
25211,3,-0.21,0.48,9.773,2.892,3.361,0,0
25262,3,-0.25,-1.34,9.946,2.849,3.108,0,0
25313,3,-0.23,0.56,9.816,2.768,2.878,0,0
25365,3,-0.23,0.00,9.428,2.456,2.763,0,0
25415,3,-0.25,0.00,9.131,2.648,2.782,0,0
25465,3,-0.25,0.00,9.041,2.543,2.758,0,0
25516,3,-0.25,0.00,9.031,2.576,2.801,0,0
25565,3,-0.23,0.00,9.251,2.624,2.772,0,0
25617,3,-0.25,-0.56,9.376,2.725,2.825,0,0
25669,3,-0.25,0.00,9.596,2.739,2.792,0,0
25720,3,-0.26,0.00,9.816,2.672,2.696,0,0
25772,3,-0.26,0.00,9.649,2.682,2.691,0,0
25823,3,-0.26,0.00,9.505,2.763,2.720,0,0
25875,3,-0.21,1.86,9.299,2.686,2.792,0,0
25927,3,-0.21,0.00,9.323,2.744,2.753,0,0
25978,3,-0.20,0.56,9.251,2.586,2.710,0,0
26030,3,-0.15,1.86,9.242,2.485,2.720,0,0
26081,3,-0.12,1.34,9.270,2.413,2.811,0,0
26133,3,-0.15,-1.04,9.337,2.528,2.859,0,0
26184,3,-0.12,0.00,9.294,2.461,2.916,0,0
26235,3,-0.10,0.82,9.275,2.385,2.873,0,0
26286,3,-0.07,0.00,9.237,2.428,2.816,0,0
26338,3,-0.06,0.34,9.275,2.322,2.792,0,0
26388,3,-0.05,0.00,9.318,2.294,2.830,0,0
26438,3,-0.02,0.32,9.342,2.365,2.907,0,0
26489,3,-0.01,0.24,9.400,2.519,2.868,0,0
26539,3,-0.02,0.00,9.438,2.500,2.796,0,0
26590,3,0.03,0.84,9.333,2.423,2.758,0,0
26642,3,0.05,0.82,9.404,2.337,2.739,0,0
26693,3,0.06,0.00,9.706,2.284,2.720,0,0
26745,3,0.07,-0.50,9.567,2.504,2.902,0,0
26797,3,0.09,0.00,9.366,2.653,2.959,0,0
26848,3,0.12,0.24,9.122,2.686,2.859,0,0
26900,3,0.09,-1.02,8.811,2.380,2.782,0,0
26951,3,0.07,-1.02,9.175,2.495,2.638,0,0
27003,3,0.10,0.80,9.419,2.653,2.667,0,0
27055,3,0.12,0.00,9.409,2.662,2.849,0,0
27105,3,0.09,-1.02,9.677,2.667,2.830,0,0
27156,3,0.10,0.14,9.625,2.739,3.026,0,0
27207,3,0.08,0.00,10.218,3.122,3.299,0,0
27259,3,0.08,0.00,9.443,3.697,3.400,0,0
27310,3,0.07,-0.48,8.265,4.396,3.965,0,0
27362,3,0.06,0.00,6.646,5.004,4.602,0,0
27413,3,0.06,0.56,6.718,4.956,4.755,0,0
27463,3,0.06,0.00,6.297,5.306,4.932,0,0
27513,3,0.09,0.00,6.191,5.368,5.004,0,0
27565,3,0.09,0.00,7.618,4.831,4.496,0,0
27617,3,0.09,0.00,8.255,4.377,4.271,0,0
27668,3,0.06,0.00,8.696,3.534,3.946,0,0
27719,3,0.06,0.00,8.744,3.836,4.022,0,0
27770,3,0.06,0.00,7.805,4.171,4.424,0,0
27822,3,0.07,0.56,7.350,5.104,4.870,0,0
27874,3,0.08,0.48,7.527,5.114,4.697,0,0
27925,3,0.04,-1.84,7.690,4.616,4.219,0,0
27977,3,0.04,0.00,7.743,3.697,3.213,0,0
28028,3,0.05,0.52,8.758,4.175,2.083,0,0
28080,3,0.06,0.50,10.477,5.306,1.408,0,0
28132,3,0.04,0.00,9.629,5.851,1.274,0,0
28183,3,0.04,0.00,8.734,4.932,1.403,0,0
28235,3,0.05,0.00,8.001,4.851,1.676,0,0
28286,3,0.03,-0.82,7.618,5.167,1.939,0,0
28338,3,0.02,0.00,7.245,5.698,2.097,0,0
28388,3,0.03,0.54,7.436,5.962,2.188,0,0
28438,3,0.03,0.00,7.805,5.593,2.059,0,0
28489,3,0.03,0.00,8.294,5.588,1.935,0,0
28539,3,0.01,0.00,8.705,5.229,1.614,0,0
28589,3,0.01,0.00,8.978,4.798,1.427,0,0
28641,3,0.02,0.00,8.945,4.080,1.331,0,0
28692,3,0.00,-0.71,9.151,3.788,1.365,0,0
28744,3,0.00,0.00,9.376,3.050,1.317,0,0
28795,3,-0.03,-1.36,9.400,3.127,1.336,0,0
28847,3,-0.03,0.00,9.495,2.428,1.322,0,0
28899,3,-0.03,0.00,9.500,2.816,1.446,0,0
28950,3,-0.07,-1.34,9.649,0.297,0.421,0,0
29002,3,-0.07,0.00,9.400,1.365,2.380,0,0
29053,3,-0.06,0.52,10.070,1.140,1.207,0,0
29105,3,-0.09,0.00,9.883,1.092,1.350,0,0
29157,3,-0.08,0.56,9.859,1.058,1.958,0,0
