Tempo,Estado,Alt,Vel,AccX,AccY,AccZ,Lat,Lon
14233,0,0.08,0.00,9.304,1.839,3.443,0,0
14285,0,0.07,-0.30,9.409,2.002,3.414,0,0
14336,0,0.04,-1.02,9.304,1.954,3.491,0,0
14388,0,0.05,-0.52,9.112,1.920,3.730,0,0
14439,0,0.07,0.74,9.064,1.978,3.802,0,0
14491,0,0.06,0.00,9.266,2.174,3.735,0,0
14543,0,0.07,0.80,9.290,2.188,3.563,0,0
14593,0,0.04,-1.01,9.342,1.930,3.338,0,0
14644,0,0.06,0.84,9.352,1.848,3.223,0,0
14696,0,0.03,0.00,9.352,1.705,3.184,0,0
14748,0,0.03,-1.02,9.337,1.920,3.309,0,0
14799,0,0.02,-0.50,9.342,1.992,3.376,0,0
14851,0,-0.01,-0.47,9.194,2.140,3.673,0,0
14901,0,0.01,0.86,9.270,2.145,3.687,0,0
14951,0,-0.00,0.00,9.203,2.054,3.596,0,0
15002,0,-0.03,-0.56,9.122,1.815,3.615,0,0
15051,0,-0.06,-1.09,9.213,1.954,3.654,0,0
15103,0,-0.04,0.00,9.313,2.231,3.692,0,0
15155,0,-0.06,-0.52,9.222,2.107,3.697,0,0
15206,0,-0.03,1.34,9.146,1.987,3.673,0,0
15258,0,-0.04,0.82,9.218,1.958,3.563,0,0
15309,0,-0.04,0.00,9.213,1.963,3.567,0,0
15361,0,-0.05,0.00,9.280,1.954,3.587,0,0
15413,0,-0.02,1.34,9.256,2.002,3.610,0,0
15463,0,-0.00,0.52,9.328,2.145,3.644,0,0
15514,0,-0.02,-0.52,9.309,2.126,3.548,0,0
15566,0,-0.02,0.00,9.141,1.834,3.500,0,0
15618,0,0.03,1.73,9.175,1.839,3.457,0,0
15669,0,0.03,0.00,9.237,1.978,3.472,0,0
15721,0,0.03,0.00,9.246,1.939,3.476,0,0
15772,0,0.07,1.47,9.275,1.887,3.491,0,0
15824,0,0.08,0.00,9.251,1.844,3.510,0,0
15873,0,0.09,0.47,9.227,1.982,3.601,0,0
15924,0,0.11,0.00,9.251,2.069,3.697,0,0
15974,0,0.08,-0.93,9.242,1.954,3.582,0,0
16024,0,0.10,0.54,9.261,1.911,3.515,0,0
16076,0,0.11,0.00,9.213,1.820,3.472,0,0
16128,0,0.14,0.54,9.246,1.925,3.486,0,0
16179,0,0.15,0.52,9.222,2.073,3.615,0,0
16231,0,0.17,0.00,9.222,2.049,3.644,0,0
16282,0,0.18,1.35,9.251,1.896,3.567,0,0
16338,0,0.13,-0.86,9.275,1.844,3.467,0,0
16390,0,0.16,0.50,9.486,2.193,3.539,0,0
16441,0,0.17,0.56,9.400,2.179,3.587,0,0
16492,0,0.20,0.99,9.108,1.901,3.630,0,0
16543,0,0.20,0.00,9.117,1.805,3.443,0,0
16595,0,0.22,0.74,9.151,1.920,3.539,0,0
16646,0,0.21,-0.54,9.256,1.935,3.443,0,0
16698,0,0.23,0.00,9.380,1.992,3.505,0,0
16750,0,0.27,1.34,9.424,1.911,3.448,0,0
16801,0,0.30,0.00,9.342,1.915,3.476,0,0
16853,0,0.34,2.01,9.208,1.978,3.543,0,0
16903,0,0.33,-0.54,9.093,1.987,3.582,0,0
16953,0,0.38,0.00,9.151,1.935,3.582,0,0
17004,0,0.36,0.00,9.251,1.930,3.539,0,0
17054,0,0.40,1.41,9.361,1.925,3.500,0,0
17105,0,0.40,0.00,9.352,1.963,3.515,0,0
17157,0,0.45,1.55,9.275,1.935,3.563,0,0
17208,0,0.48,0.00,9.323,1.944,3.462,0,0
17260,0,0.53,1.07,9.270,2.002,3.539,0,0
17312,0,0.55,0.54,9.309,1.915,3.510,0,0
17362,0,0.56,0.54,9.376,1.954,3.424,0,0
17413,0,0.56,0.00,9.270,1.767,3.395,0,0
17465,0,0.53,-1.49,9.285,1.800,3.371,0,0
17517,0,0.54,0.50,9.261,1.815,3.467,0,0
